Type	Total_N	Overlap_N
sampling118	27326	26752
sampling119	27326	26764
sampling120	27326	26751
sampling121	27326	26796
sampling122	27326	26808
sampling123	27326	26727
sampling124	27326	26735
sampling125	27326	26749
sampling126	27326	26702
sampling127	27326	26756
sampling128	27326	26752
sampling129	27326	26765
sampling130	27326	26757
sampling131	27326	26727
sampling132	27326	26770
sampling133	27326	26738
sampling134	27326	26831
sampling135	27326	26754
sampling136	27326	26766
sampling137	27326	26755
sampling138	27326	26768
sampling139	27326	26768
sampling140	27326	26762
sampling141	27326	26792
sampling142	27326	26788
sampling143	27326	26777
sampling144	27326	26713
sampling145	27326	26770
sampling146	27326	26668
sampling147	27326	26786
sampling148	27326	26750
sampling149	27326	26749
sampling150	27326	26735
sampling151	27326	26727
sampling152	27326	26779
sampling153	27326	26775
sampling154	27326	26742
sampling155	27326	26759
sampling156	27326	26793
sampling157	27326	26728
sampling158	27326	26769
sampling159	27326	26715
sampling160	27326	26782
sampling161	27326	26806
sampling162	27326	26829
sampling163	27326	26702
sampling164	27326	26678
sampling165	27326	26699
sampling166	27326	26733
sampling167	27326	26781
sampling168	27326	26754
sampling169	27326	26693
sampling170	27326	26756
sampling171	27326	26787
sampling172	27326	26721
sampling173	27326	26798
sampling174	27326	26810
sampling175	27326	26693
sampling176	27326	26720
sampling177	27326	26749
sampling178	27326	26711
sampling179	27326	26755
sampling180	27326	26760
sampling181	27326	26753
sampling182	27326	26724
sampling183	27326	26785
sampling184	27326	26728
sampling185	27326	26715
sampling186	27326	26771
sampling187	27326	26730
sampling188	27326	26809
sampling189	27326	26733
sampling190	27326	26738
sampling191	27326	26700
sampling192	27326	26782
sampling193	27326	26788
sampling194	27326	26706
sampling195	27326	26658
sampling196	27326	26696
sampling197	27326	26736
sampling198	27326	26724
sampling199	27326	26743
sampling200	27326	26713
sampling201	27326	26833
sampling202	27326	26786
sampling203	27326	26767
sampling204	27326	26700
sampling205	27326	26715
sampling206	27326	26732
sampling207	27326	26733
sampling208	27326	26762
sampling209	27326	26704
sampling210	27326	26768
sampling211	27326	26705
sampling212	27326	26803
sampling213	27326	26751
sampling214	27326	26792
sampling215	27326	26786
sampling216	27326	26763
sampling217	27326	26753
sampling218	27326	26721
sampling219	27326	26772
sampling220	27326	26779
sampling221	27326	26799
sampling222	27326	26747
sampling223	27326	26725
sampling224	27326	26784
sampling225	27326	26762
sampling226	27326	26795
sampling227	27326	26734
sampling228	27326	26766
sampling229	27326	26762
sampling230	27326	26792
sampling231	27326	26750
sampling232	27326	26778
sampling233	27326	26759
sampling234	27326	26727
sampling235	27326	26691
sampling236	27326	26759
sampling237	27326	26734
sampling238	27326	26672
sampling239	27326	26780
sampling240	27326	26759
sampling241	27326	26771
sampling242	27326	26710
sampling243	27326	26741
sampling244	27326	26738
sampling245	27326	26788
sampling246	27326	26730
sampling247	27326	26722
sampling248	27326	26764
sampling249	27326	26743
sampling250	27326	26718
sampling251	27326	26723
sampling252	27326	26820
sampling253	27326	26763
sampling254	27326	26790
sampling255	27326	26743
sampling256	27326	26766
sampling257	27326	26764
sampling258	27326	26791
sampling259	27326	26731
sampling260	27326	26750
sampling261	27326	26742
sampling262	27326	26731
sampling263	27326	26734
sampling264	27326	26727
sampling265	27326	26764
sampling266	27326	26768
sampling267	27326	26744
sampling268	27326	26769
sampling269	27326	26805
sampling270	27326	26782
sampling271	27326	26783
sampling272	27326	26780
sampling273	27326	26828
sampling274	27326	26749
sampling275	27326	26744
sampling276	27326	26738
sampling277	27326	26749
sampling278	27326	26792
sampling279	27326	26738
sampling280	27326	26757
sampling281	27326	26774
sampling282	27326	26707
sampling283	27326	26753
sampling284	27326	26803
sampling285	27326	26695
sampling286	27326	26725
sampling287	27326	26776
sampling288	27326	26743
sampling289	27326	26736
sampling290	27326	26752
sampling291	27326	26771
sampling292	27326	26657
sampling293	27326	26802
sampling294	27326	26765
sampling295	27326	26705
sampling296	27326	26739
sampling297	27326	26750
sampling298	27326	26726
sampling299	27326	26774
sampling300	27326	26775
sampling301	27326	26756
sampling302	27326	26755
sampling303	27326	26757
sampling304	27326	26703
sampling305	27326	26691
sampling306	27326	26720
sampling307	27326	26774
sampling308	27326	26675
sampling309	27326	26730
sampling310	27326	26764
sampling311	27326	26771
sampling312	27326	26747
sampling313	27326	26737
sampling314	27326	26782
sampling315	27326	26744
sampling316	27326	26800
sampling317	27326	26791
sampling318	27326	26788
sampling319	27326	26740
sampling320	27326	26773
sampling321	27326	26742
sampling322	27326	26756
sampling323	27326	26753
sampling324	27326	26733
sampling325	27326	26731
sampling326	27326	26708
sampling327	27326	26713
sampling328	27326	26693
sampling329	27326	26824
sampling330	27326	26686
sampling331	27326	26817
sampling332	27326	26795
sampling333	27326	26694
sampling334	27326	26768
sampling335	27326	26759
sampling336	27326	26711
sampling337	27326	26764
sampling338	27326	26724
sampling339	27326	26786
sampling340	27326	26769
sampling341	27326	26813
sampling342	27326	26710
sampling343	27326	26749
sampling344	27326	26785
sampling345	27326	26699
sampling346	27326	26741
sampling347	27326	26785
sampling348	27326	26738
sampling349	27326	26715
sampling350	27326	26735
sampling351	27326	26772
sampling352	27326	26810
sampling353	27326	26801
sampling354	27326	26788
sampling355	27326	26793
sampling356	27326	26776
sampling357	27326	26732
sampling358	27326	26722
sampling359	27326	26805
sampling360	27326	26715
sampling361	27326	26698
sampling362	27326	26763
sampling363	27326	26695
sampling364	27326	26772
sampling365	27326	26712
sampling366	27326	26794
sampling367	27326	26726
sampling368	27326	26684
sampling369	27326	26781
sampling370	27326	26689
sampling371	27326	26717
sampling372	27326	26704
sampling373	27326	26772
sampling374	27326	26730
sampling375	27326	26800
sampling376	27326	26740
sampling377	27326	26800
sampling378	27326	26725
sampling379	27326	26746
sampling380	27326	26796
sampling381	27326	26791
sampling382	27326	26697
sampling383	27326	26784
sampling384	27326	26762
sampling385	27326	26720
sampling386	27326	26722
sampling387	27326	26768
sampling388	27326	26786
sampling389	27326	26682
sampling390	27326	26709
sampling391	27326	26729
sampling392	27326	26744
sampling393	27326	26780
sampling394	27326	26758
sampling395	27326	26728
sampling396	27326	26736
sampling397	27326	26706
sampling398	27326	26719
sampling399	27326	26847
sampling400	27326	26812
sampling401	27326	26722
sampling402	27326	26766
sampling403	27326	26738
sampling404	27326	26748
sampling405	27326	26743
sampling406	27326	26750
sampling407	27326	26750
sampling408	27326	26754
sampling409	27326	26728
sampling410	27326	26734
sampling411	27326	26721
sampling412	27326	26669
sampling413	27326	26749
sampling414	27326	26772
sampling415	27326	26772
sampling416	27326	26718
sampling417	27326	26763
sampling418	27326	26755
sampling419	27326	26703
sampling420	27326	26740
sampling421	27326	26743
sampling422	27326	26706
sampling423	27326	26780
sampling424	27326	26765
sampling425	27326	26730
sampling426	27326	26765
sampling427	27326	26804
sampling428	27326	26765
sampling429	27326	26667
sampling430	27326	26781
sampling431	27326	26786
sampling432	27326	26746
sampling433	27326	26712
sampling434	27326	26789
sampling435	27326	26778
sampling436	27326	26724
sampling437	27326	26782
sampling438	27326	26736
sampling439	27326	26714
sampling440	27326	26728
sampling441	27326	26744
sampling442	27326	26766
sampling443	27326	26766
sampling444	27326	26778
sampling445	27326	26744
sampling446	27326	26782
sampling447	27326	26746
sampling448	27326	26758
sampling449	27326	26751
sampling450	27326	26779
sampling451	27326	26753
sampling452	27326	26763
sampling453	27326	26738
sampling454	27326	26719
sampling455	27326	26744
sampling456	27326	26721
sampling457	27326	26758
sampling458	27326	26719
sampling459	27326	26778
sampling460	27326	26731
sampling461	27326	26711
sampling462	27326	26676
sampling463	27326	26748
sampling464	27326	26723
sampling465	27326	26718
sampling466	27326	26778
sampling467	27326	26798
sampling468	27326	26731
sampling469	27326	26748
sampling470	27326	26753
sampling471	27326	26732
sampling472	27326	26719
sampling473	27326	26729
sampling474	27326	26746
sampling475	27326	26729
sampling476	27326	26682
sampling477	27326	26722
sampling478	27326	26747
sampling479	27326	26761
sampling480	27326	26741
sampling481	27326	26731
sampling482	27326	26692
sampling483	27326	26782
sampling484	27326	26843
sampling485	27326	26732
sampling486	27326	26774
sampling487	27326	26782
sampling488	27326	26736
sampling489	27326	26766
sampling490	27326	26788
sampling491	27326	26796
sampling492	27326	26773
sampling493	27326	26765
sampling494	27326	26710
sampling495	27326	26758
sampling496	27326	26743
sampling497	27326	26695
sampling498	27326	26744
sampling499	27326	26757
sampling500	27326	26783
sampling501	27326	26728
sampling502	27326	26830
sampling503	27326	26788
sampling504	27326	26707
sampling505	27326	26683
sampling506	27326	26737
sampling507	27326	26719
sampling508	27326	26808
sampling509	27326	26786
sampling510	27326	26806
sampling511	27326	26766
sampling512	27326	26743
sampling513	27326	26820
sampling514	27326	26699
sampling515	27326	26739
sampling516	27326	26808
sampling517	27326	26668
sampling518	27326	26739
sampling519	27326	26821
sampling520	27326	26726
sampling521	27326	26710
sampling522	27326	26716
sampling523	27326	26742
sampling524	27326	26684
sampling525	27326	26737
sampling526	27326	26733
sampling527	27326	26778
sampling528	27326	26763
sampling529	27326	26769
sampling530	27326	26748
sampling531	27326	26611
sampling532	27326	26762
sampling533	27326	26726
sampling534	27326	26810
sampling535	27326	26739
sampling536	27326	26689
sampling537	27326	26847
sampling538	27326	26714
sampling539	27326	26775
sampling540	27326	26773
sampling541	27326	26736
sampling542	27326	26739
sampling543	27326	26682
sampling544	27326	26789
sampling545	27326	26759
sampling546	27326	26718
sampling547	27326	26738
sampling548	27326	26742
sampling549	27326	26797
sampling550	27326	26747
sampling551	27326	26851
sampling552	27326	26732
sampling553	27326	26743
sampling554	27326	26729
sampling555	27326	26736
sampling556	27326	26740
sampling557	27326	26741
sampling558	27326	26768
sampling559	27326	26799
sampling560	27326	26805
sampling561	27326	26793
sampling562	27326	26742
sampling563	27326	26706
sampling564	27326	26746
sampling565	27326	26726
sampling566	27326	26811
sampling567	27326	26688
sampling568	27326	26815
sampling569	27326	26762
sampling570	27326	26773
sampling571	27326	26701
sampling572	27326	26674
sampling573	27326	26755
sampling574	27326	26789
sampling575	27326	26745
sampling576	27326	26839
sampling577	27326	26781
sampling578	27326	26859
sampling579	27326	26773
sampling580	27326	26745
sampling581	27326	26727
sampling582	27326	26761
sampling583	27326	26787
sampling584	27326	26741
sampling585	27326	26736
sampling586	27326	26761
sampling587	27326	26804
sampling588	27326	26752
sampling589	27326	26672
sampling590	27326	26776
sampling591	27326	26697
sampling592	27326	26816
sampling593	27326	26710
sampling594	27326	26775
sampling595	27326	26777
sampling596	27326	26786
sampling597	27326	26709
sampling598	27326	26816
sampling599	27326	26756
sampling600	27326	26717
sampling601	27326	26688
sampling602	27326	26764
sampling603	27326	26790
sampling604	27326	26733
sampling605	27326	26644
sampling606	27326	26751
sampling607	27326	26728
sampling608	27326	26769
sampling609	27326	26713
sampling610	27326	26801
sampling611	27326	26779
sampling612	27326	26744
sampling613	27326	26672
sampling614	27326	26735
sampling615	27326	26776
sampling616	27326	26765
sampling617	27326	26715
sampling618	27326	26713
sampling619	27326	26716
sampling620	27326	26770
sampling621	27326	26765
sampling622	27326	26828
sampling623	27326	26776
sampling624	27326	26788
sampling625	27326	26704
sampling626	27326	26795
sampling627	27326	26803
sampling628	27326	26770
sampling629	27326	26768
sampling630	27326	26710
sampling631	27326	26694
sampling632	27326	26763
sampling633	27326	26727
sampling634	27326	26745
sampling635	27326	26796
sampling636	27326	26771
sampling637	27326	26751
sampling638	27326	26772
sampling639	27326	26736
sampling640	27326	26840
sampling641	27326	26685
sampling642	27326	26756
sampling643	27326	26762
sampling644	27326	26784
sampling645	27326	26778
sampling646	27326	26711
sampling647	27326	26760
sampling648	27326	26706
sampling649	27326	26798
sampling650	27326	26819
sampling651	27326	26760
sampling652	27326	26692
sampling653	27326	26749
sampling654	27326	26787
sampling655	27326	26719
sampling656	27326	26766
sampling657	27326	26752
sampling658	27326	26661
sampling659	27326	26720
sampling660	27326	26780
sampling661	27326	26744
sampling662	27326	26745
sampling663	27326	26696
sampling664	27326	26786
sampling665	27326	26773
sampling666	27326	26749
sampling667	27326	26820
sampling668	27326	26758
sampling669	27326	26803
sampling670	27326	26703
sampling671	27326	26742
sampling672	27326	26828
sampling673	27326	26701
sampling674	27326	26769
sampling675	27326	26786
sampling676	27326	26707
sampling677	27326	26684
sampling678	27326	26732
sampling679	27326	26697
sampling680	27326	26727
sampling681	27326	26760
sampling682	27326	26717
sampling683	27326	26695
sampling684	27326	26740
sampling685	27326	26733
sampling686	27326	26707
sampling687	27326	26721
sampling688	27326	26789
sampling689	27326	26729
sampling690	27326	26773
sampling691	27326	26734
sampling692	27326	26771
sampling693	27326	26721
sampling694	27326	26749
sampling695	27326	26768
sampling696	27326	26728
sampling697	27326	26738
sampling698	27326	26764
sampling699	27326	26739
sampling700	27326	26736
sampling701	27326	26756
sampling702	27326	26733
sampling703	27326	26816
sampling704	27326	26718
sampling705	27326	26769
sampling706	27326	26736
sampling707	27326	26768
sampling708	27326	26718
sampling709	27326	26743
sampling710	27326	26665
sampling711	27326	26766
sampling712	27326	26793
sampling713	27326	26762
sampling714	27326	26797
sampling715	27326	26710
sampling716	27326	26763
sampling717	27326	26725
sampling718	27326	26830
sampling719	27326	26821
sampling720	27326	26709
sampling721	27326	26752
sampling722	27326	26722
sampling723	27326	26723
sampling724	27326	26779
sampling725	27326	26773
sampling726	27326	26792
sampling727	27326	26741
sampling728	27326	26735
sampling729	27326	26788
sampling730	27326	26720
sampling731	27326	26747
sampling732	27326	26714
sampling733	27326	26789
sampling734	27326	26750
sampling735	27326	26766
sampling736	27326	26774
sampling737	27326	26772
sampling738	27326	26816
sampling739	27326	26774
sampling740	27326	26798
sampling741	27326	26814
sampling742	27326	26793
sampling743	27326	26779
sampling744	27326	26804
sampling745	27326	26763
sampling746	27326	26817
sampling747	27326	26757
sampling748	27326	26827
sampling749	27326	26755
sampling750	27326	26689
sampling751	27326	26749
sampling752	27326	26712
sampling753	27326	26777
sampling754	27326	26767
sampling755	27326	26713
sampling756	27326	26751
sampling757	27326	26760
sampling758	27326	26807
sampling759	27326	26700
sampling760	27326	26774
sampling761	27326	26781
sampling762	27326	26725
sampling763	27326	26765
sampling764	27326	26755
sampling765	27326	26806
sampling766	27326	26785
sampling767	27326	26790
sampling768	27326	26790
sampling769	27326	26760
sampling770	27326	26755
sampling771	27326	26738
sampling772	27326	26716
sampling773	27326	26733
sampling774	27326	26700
sampling775	27326	26757
sampling776	27326	26801
sampling777	27326	26730
sampling778	27326	26814
sampling779	27326	26751
sampling780	27326	26746
sampling781	27326	26745
sampling782	27326	26755
sampling783	27326	26775
sampling784	27326	26736
sampling785	27326	26700
sampling786	27326	26792
sampling787	27326	26714
sampling788	27326	26754
sampling789	27326	26767
sampling790	27326	26734
sampling791	27326	26723
sampling792	27326	26677
sampling793	27326	26685
sampling794	27326	26724
sampling795	27326	26796
sampling796	27326	26736
sampling797	27326	26801
sampling798	27326	26746
sampling799	27326	26751
sampling800	27326	26738
sampling801	27326	26758
sampling802	27326	26718
sampling803	27326	26731
sampling804	27326	26703
sampling805	27326	26747
sampling806	27326	26768
sampling807	27326	26812
sampling808	27326	26678
sampling809	27326	26740
sampling810	27326	26760
sampling811	27326	26809
sampling812	27326	26683
sampling813	27326	26755
sampling814	27326	26721
sampling815	27326	26812
sampling816	27326	26773
sampling817	27326	26805
sampling818	27326	26783
sampling819	27326	26741
sampling820	27326	26767
sampling821	27326	26714
sampling822	27326	26762
sampling823	27326	26766
sampling824	27326	26783
sampling825	27326	26726
sampling826	27326	26725
sampling827	27326	26783
sampling828	27326	26740
sampling829	27326	26740
sampling830	27326	26779
sampling831	27326	26753
sampling832	27326	26767
sampling833	27326	26657
sampling834	27326	26695
sampling835	27326	26684
sampling836	27326	26708
sampling837	27326	26795
sampling838	27326	26708
sampling839	27326	26749
sampling840	27326	26758
sampling841	27326	26701
sampling842	27326	26793
sampling843	27326	26736
sampling844	27326	26715
sampling845	27326	26811
sampling846	27326	26698
sampling847	27326	26691
sampling848	27326	26770
sampling849	27326	26758
sampling850	27326	26748
sampling851	27326	26800
sampling852	27326	26770
sampling853	27326	26777
sampling854	27326	26699
sampling855	27326	26749
sampling856	27326	26804
sampling857	27326	26692
sampling858	27326	26682
sampling859	27326	26734
sampling860	27326	26756
sampling861	27326	26761
sampling862	27326	26729
sampling863	27326	26783
sampling864	27326	26726
sampling865	27326	26762
sampling866	27326	26773
sampling867	27326	26806
sampling868	27326	26779
sampling869	27326	26774
sampling870	27326	26722
sampling871	27326	26762
sampling872	27326	26785
sampling873	27326	26724
sampling874	27326	26772
sampling875	27326	26754
sampling876	27326	26731
sampling877	27326	26767
sampling878	27326	26694
sampling879	27326	26755
sampling880	27326	26736
sampling881	27326	26809
sampling882	27326	26713
sampling883	27326	26741
sampling884	27326	26772
sampling885	27326	26748
sampling886	27326	26748
sampling887	27326	26785
sampling888	27326	26761
sampling889	27326	26732
sampling890	27326	26816
sampling891	27326	26790
sampling892	27326	26713
sampling893	27326	26737
sampling894	27326	26773
sampling895	27326	26706
sampling896	27326	26783
sampling897	27326	26729
sampling898	27326	26774
sampling899	27326	26787
sampling900	27326	26724
sampling901	27326	26725
sampling902	27326	26792
sampling903	27326	26795
sampling904	27326	26717
sampling905	27326	26778
sampling906	27326	26765
sampling907	27326	26744
sampling908	27326	26832
sampling909	27326	26768
sampling910	27326	26762
sampling911	27326	26812
sampling912	27326	26789
sampling913	27326	26732
sampling914	27326	26729
sampling915	27326	26788
sampling916	27326	26693
sampling917	27326	26729
sampling918	27326	26783
sampling919	27326	26772
sampling920	27326	26734
sampling921	27326	26739
sampling922	27326	26819
sampling923	27326	26760
sampling924	27326	26775
sampling925	27326	26732
sampling926	27326	26758
sampling927	27326	26735
sampling928	27326	26717
sampling929	27326	26743
sampling930	27326	26742
sampling931	27326	26715
sampling932	27326	26808
sampling933	27326	26810
sampling934	27326	26805
sampling935	27326	26736
sampling936	27326	26793
sampling937	27326	26686
sampling938	27326	26726
sampling939	27326	26830
sampling940	27326	26724
sampling941	27326	26771
sampling942	27326	26715
sampling943	27326	26776
sampling944	27326	26823
sampling945	27326	26757
sampling946	27326	26717
sampling947	27326	26736
sampling948	27326	26689
sampling949	27326	26719
sampling950	27326	26775
sampling951	27326	26771
sampling952	27326	26771
sampling953	27326	26833
sampling954	27326	26787
sampling955	27326	26790
sampling956	27326	26764
sampling957	27326	26736
sampling958	27326	26819
sampling959	27326	26704
sampling960	27326	26675
sampling961	27326	26708
sampling962	27326	26765
sampling963	27326	26690
sampling964	27326	26779
sampling965	27326	26735
sampling966	27326	26738
sampling967	27326	26751
sampling968	27326	26744
sampling969	27326	26751
sampling970	27326	26769
sampling971	27326	26743
sampling972	27326	26776
sampling973	27326	26712
sampling974	27326	26786
sampling975	27326	26712
sampling976	27326	26725
sampling977	27326	26740
sampling978	27326	26707
sampling979	27326	26800
sampling980	27326	26764
sampling981	27326	26780
sampling982	27326	26792
sampling983	27326	26744
sampling984	27326	26765
sampling985	27326	26718
sampling986	27326	26735
sampling987	27326	26751
sampling988	27326	26735
sampling989	27326	26754
sampling990	27326	26803
sampling991	27326	26784
sampling992	27326	26738
sampling993	27326	26737
sampling994	27326	26785
sampling995	27326	26766
sampling996	27326	26758
sampling997	27326	26791
sampling998	27326	26715
sampling999	27326	26784
sampling1000	27326	26760
