Type	Total_N	Overlap_N
sampling196	632	605
sampling197	632	606
sampling198	632	593
sampling199	632	612
sampling200	632	592
sampling201	632	605
sampling202	632	607
sampling203	632	613
sampling204	632	607
sampling205	632	603
sampling206	632	592
sampling207	632	595
sampling208	632	596
sampling209	632	609
sampling210	632	604
sampling211	632	606
sampling212	632	599
sampling213	632	603
sampling214	632	617
sampling215	632	601
sampling216	632	604
sampling217	632	594
sampling218	632	597
sampling219	632	605
sampling220	632	614
sampling221	632	608
sampling222	632	618
sampling223	632	607
sampling224	632	612
sampling225	632	612
sampling226	632	600
sampling227	632	594
sampling228	632	606
sampling229	632	599
sampling230	632	601
sampling231	632	610
sampling232	632	608
sampling233	632	608
sampling234	632	609
sampling235	632	601
sampling236	632	603
sampling237	632	602
sampling238	632	603
sampling239	632	604
sampling240	632	589
sampling241	632	594
sampling242	632	621
sampling243	632	606
sampling244	632	601
sampling245	632	593
sampling246	632	601
sampling247	632	611
sampling248	632	600
sampling249	632	601
sampling250	632	612
sampling251	632	607
sampling252	632	613
sampling253	632	607
sampling254	632	600
sampling255	632	599
sampling256	632	604
sampling257	632	607
sampling258	632	595
sampling259	632	608
sampling260	632	613
sampling261	632	611
sampling262	632	588
sampling263	632	599
sampling264	632	611
sampling265	632	605
sampling266	632	608
sampling267	632	598
sampling268	632	607
sampling269	632	605
sampling270	632	596
sampling271	632	606
sampling272	632	599
sampling273	632	609
sampling274	632	589
sampling275	632	603
sampling276	632	598
sampling277	632	594
sampling278	632	601
sampling279	632	595
sampling280	632	611
sampling281	632	608
sampling282	632	597
sampling283	632	597
sampling284	632	601
sampling285	632	599
sampling286	632	608
sampling287	632	604
sampling288	632	615
sampling289	632	611
sampling290	632	608
sampling291	632	600
sampling292	632	607
sampling293	632	603
sampling294	632	597
sampling295	632	605
sampling296	632	603
sampling297	632	603
sampling298	632	589
sampling299	632	601
sampling300	632	609
sampling301	632	605
sampling302	632	602
sampling303	632	603
sampling304	632	605
sampling305	632	600
sampling306	632	607
sampling307	632	601
sampling308	632	602
sampling309	632	602
sampling310	632	592
sampling311	632	599
sampling312	632	603
sampling313	632	596
sampling314	632	607
sampling315	632	597
sampling316	632	599
sampling317	632	603
sampling318	632	606
sampling319	632	602
sampling320	632	598
sampling321	632	605
sampling322	632	604
sampling323	632	608
sampling324	632	604
sampling325	632	606
sampling326	632	594
sampling327	632	601
sampling328	632	605
sampling329	632	611
sampling330	632	588
sampling331	632	595
sampling332	632	601
sampling333	632	599
sampling334	632	602
sampling335	632	589
sampling336	632	602
sampling337	632	602
sampling338	632	601
sampling339	632	592
sampling340	632	609
sampling341	632	610
sampling342	632	603
sampling343	632	596
sampling344	632	605
sampling345	632	587
sampling346	632	592
sampling347	632	609
sampling348	632	610
sampling349	632	606
sampling350	632	616
sampling351	632	608
sampling352	632	611
sampling353	632	595
sampling354	632	610
sampling355	632	600
sampling356	632	611
sampling357	632	609
sampling358	632	596
sampling359	632	605
sampling360	632	595
sampling361	632	597
sampling362	632	603
sampling363	632	606
sampling364	632	609
sampling365	632	598
sampling366	632	593
sampling367	632	608
sampling368	632	615
sampling369	632	598
sampling370	632	593
sampling371	632	599
sampling372	632	589
sampling373	632	602
sampling374	632	604
sampling375	632	616
sampling376	632	596
sampling377	632	608
sampling378	632	604
sampling379	632	609
sampling380	632	597
sampling381	632	609
sampling382	632	600
sampling383	632	604
sampling384	632	603
sampling385	632	607
sampling386	632	609
sampling387	632	602
sampling388	632	605
sampling389	632	602
sampling390	632	612
sampling391	632	594
sampling392	632	603
sampling393	632	597
sampling394	632	600
sampling395	632	602
sampling396	632	605
sampling397	632	604
sampling398	632	599
sampling399	632	606
sampling400	632	609
sampling401	632	604
sampling402	632	614
sampling403	632	605
sampling404	632	594
sampling405	632	604
sampling406	632	607
sampling407	632	604
sampling408	632	613
sampling409	632	607
sampling410	632	610
sampling411	632	609
sampling412	632	601
sampling413	632	611
sampling414	632	610
sampling415	632	604
sampling416	632	609
sampling417	632	603
sampling418	632	610
sampling419	632	603
sampling420	632	608
sampling421	632	606
sampling422	632	603
sampling423	632	610
sampling424	632	611
sampling425	632	600
sampling426	632	603
sampling427	632	603
sampling428	632	608
sampling429	632	611
sampling430	632	605
sampling431	632	605
sampling432	632	606
sampling433	632	605
sampling434	632	594
sampling435	632	608
sampling436	632	593
sampling437	632	611
sampling438	632	609
sampling439	632	612
sampling440	632	607
sampling441	632	598
sampling442	632	603
sampling443	632	605
sampling444	632	597
sampling445	632	601
sampling446	632	610
sampling447	632	604
sampling448	632	609
sampling449	632	602
sampling450	632	597
sampling451	632	615
sampling452	632	605
sampling453	632	609
sampling454	632	590
sampling455	632	598
sampling456	632	606
sampling457	632	609
sampling458	632	601
sampling459	632	608
sampling460	632	605
sampling461	632	604
sampling462	632	612
sampling463	632	615
sampling464	632	598
sampling465	632	607
sampling466	632	592
sampling467	632	612
sampling468	632	606
sampling469	632	608
sampling470	632	603
sampling471	632	603
sampling472	632	595
sampling473	632	613
sampling474	632	609
sampling475	632	607
sampling476	632	603
sampling477	632	608
sampling478	632	605
sampling479	632	610
sampling480	632	615
sampling481	632	609
sampling482	632	608
sampling483	632	600
sampling484	632	613
sampling485	632	613
sampling486	632	610
sampling487	632	599
sampling488	632	608
sampling489	632	597
sampling490	632	607
sampling491	632	603
sampling492	632	613
sampling493	632	605
sampling494	632	610
sampling495	632	597
sampling496	632	599
sampling497	632	596
sampling498	632	617
sampling499	632	601
sampling500	632	611
sampling501	632	606
sampling502	632	608
sampling503	632	605
sampling504	632	601
sampling505	632	603
sampling506	632	591
sampling507	632	611
sampling508	632	611
sampling509	632	601
sampling510	632	602
sampling511	632	605
sampling512	632	603
sampling513	632	594
sampling514	632	598
sampling515	632	606
sampling516	632	597
sampling517	632	602
sampling518	632	602
sampling519	632	615
sampling520	632	594
sampling521	632	607
sampling522	632	608
sampling523	632	600
sampling524	632	611
sampling525	632	609
sampling526	632	606
sampling527	632	607
sampling528	632	601
sampling529	632	595
sampling530	632	611
sampling531	632	598
sampling532	632	603
sampling533	632	609
sampling534	632	608
sampling535	632	603
sampling536	632	606
sampling537	632	611
sampling538	632	611
sampling539	632	617
sampling540	632	613
sampling541	632	619
sampling542	632	608
sampling543	632	603
sampling544	632	598
sampling545	632	612
sampling546	632	609
sampling547	632	602
sampling548	632	608
sampling549	632	608
sampling550	632	609
sampling551	632	606
sampling552	632	599
sampling553	632	608
sampling554	632	598
sampling555	632	603
sampling556	632	617
sampling557	632	610
sampling558	632	606
sampling559	632	606
sampling560	632	603
sampling561	632	600
sampling562	632	596
sampling563	632	600
sampling564	632	611
sampling565	632	611
sampling566	632	610
sampling567	632	610
sampling568	632	604
sampling569	632	609
sampling570	632	595
sampling571	632	598
sampling572	632	608
sampling573	632	599
sampling574	632	594
sampling575	632	594
sampling576	632	608
sampling577	632	596
sampling578	632	613
sampling579	632	606
sampling580	632	603
sampling581	632	611
sampling582	632	609
sampling583	632	608
sampling584	632	609
sampling585	632	601
sampling586	632	604
sampling587	632	596
sampling588	632	591
sampling589	632	599
sampling590	632	609
sampling591	632	607
sampling592	632	602
sampling593	632	611
sampling594	632	596
sampling595	632	602
sampling596	632	608
sampling597	632	597
sampling598	632	607
sampling599	632	605
sampling600	632	605
sampling601	632	613
sampling602	632	603
sampling603	632	610
sampling604	632	607
sampling605	632	595
sampling606	632	605
sampling607	632	611
sampling608	632	613
sampling609	632	601
sampling610	632	620
sampling611	632	602
sampling612	632	608
sampling613	632	610
sampling614	632	605
sampling615	632	603
sampling616	632	602
sampling617	632	611
sampling618	632	601
sampling619	632	597
sampling620	632	599
sampling621	632	603
sampling622	632	607
sampling623	632	610
sampling624	632	604
sampling625	632	605
sampling626	632	602
sampling627	632	610
sampling628	632	609
sampling629	632	604
sampling630	632	601
sampling631	632	618
sampling632	632	607
sampling633	632	605
sampling634	632	599
sampling635	632	599
sampling636	632	592
sampling637	632	611
sampling638	632	593
sampling639	632	601
sampling640	632	601
sampling641	632	598
sampling642	632	602
sampling643	632	604
sampling644	632	602
sampling645	632	601
sampling646	632	601
sampling647	632	615
sampling648	632	598
sampling649	632	609
sampling650	632	595
sampling651	632	603
sampling652	632	605
sampling653	632	602
sampling654	632	606
sampling655	632	602
sampling656	632	604
sampling657	632	592
sampling658	632	600
sampling659	632	598
sampling660	632	609
sampling661	632	607
sampling662	632	613
sampling663	632	606
sampling664	632	611
sampling665	632	601
sampling666	632	611
sampling667	632	609
sampling668	632	602
sampling669	632	607
sampling670	632	598
sampling671	632	600
sampling672	632	601
sampling673	632	604
sampling674	632	600
sampling675	632	603
sampling676	632	602
sampling677	632	609
sampling678	632	605
sampling679	632	598
sampling680	632	591
sampling681	632	600
sampling682	632	612
sampling683	632	599
sampling684	632	603
sampling685	632	604
sampling686	632	609
sampling687	632	606
sampling688	632	606
sampling689	632	599
sampling690	632	605
sampling691	632	590
sampling692	632	600
sampling693	632	596
sampling694	632	608
sampling695	632	594
sampling696	632	605
sampling697	632	595
sampling698	632	621
sampling699	632	612
sampling700	632	600
sampling701	632	602
sampling702	632	614
sampling703	632	596
sampling704	632	601
sampling705	632	603
sampling706	632	588
sampling707	632	605
sampling708	632	596
sampling709	632	614
sampling710	632	592
sampling711	632	605
sampling712	632	605
sampling713	632	599
sampling714	632	603
sampling715	632	610
sampling716	632	615
sampling717	632	606
sampling718	632	611
sampling719	632	603
sampling720	632	598
sampling721	632	609
sampling722	632	585
sampling723	632	595
sampling724	632	605
sampling725	632	605
sampling726	632	598
sampling727	632	594
sampling728	632	601
sampling729	632	608
sampling730	632	602
sampling731	632	609
sampling732	632	583
sampling733	632	615
sampling734	632	605
sampling735	632	600
sampling736	632	609
sampling737	632	602
sampling738	632	599
sampling739	632	604
sampling740	632	608
sampling741	632	601
sampling742	632	602
sampling743	632	607
sampling744	632	606
sampling745	632	604
sampling746	632	603
sampling747	632	612
sampling748	632	601
sampling749	632	613
sampling750	632	605
sampling751	632	602
sampling752	632	604
sampling753	632	606
sampling754	632	610
sampling755	632	594
sampling756	632	591
sampling757	632	600
sampling758	632	596
sampling759	632	610
sampling760	632	602
sampling761	632	603
sampling762	632	601
sampling763	632	609
sampling764	632	603
sampling765	632	607
sampling766	632	611
sampling767	632	596
sampling768	632	602
sampling769	632	600
sampling770	632	603
sampling771	632	607
sampling772	632	605
sampling773	632	605
sampling774	632	594
sampling775	632	606
sampling776	632	601
sampling777	632	610
sampling778	632	603
sampling779	632	604
sampling780	632	603
sampling781	632	611
sampling782	632	608
sampling783	632	601
sampling784	632	602
sampling785	632	602
sampling786	632	611
sampling787	632	602
sampling788	632	610
sampling789	632	602
sampling790	632	605
sampling791	632	608
sampling792	632	593
sampling793	632	614
sampling794	632	600
sampling795	632	603
sampling796	632	609
sampling797	632	602
sampling798	632	609
sampling799	632	596
sampling800	632	608
sampling801	632	602
sampling802	632	587
sampling803	632	602
sampling804	632	607
sampling805	632	604
sampling806	632	609
sampling807	632	607
sampling808	632	602
sampling809	632	602
sampling810	632	605
sampling811	632	609
sampling812	632	605
sampling813	632	608
sampling814	632	600
sampling815	632	612
sampling816	632	596
sampling817	632	603
sampling818	632	597
sampling819	632	601
sampling820	632	613
sampling821	632	609
sampling822	632	605
sampling823	632	612
sampling824	632	612
sampling825	632	604
sampling826	632	609
sampling827	632	611
sampling828	632	599
sampling829	632	601
sampling830	632	612
sampling831	632	613
sampling832	632	597
sampling833	632	600
sampling834	632	601
sampling835	632	597
sampling836	632	598
sampling837	632	598
sampling838	632	604
sampling839	632	605
sampling840	632	611
sampling841	632	602
sampling842	632	608
sampling843	632	614
sampling844	632	617
sampling845	632	616
sampling846	632	600
sampling847	632	599
sampling848	632	604
sampling849	632	614
sampling850	632	614
sampling851	632	608
sampling852	632	599
sampling853	632	602
sampling854	632	606
sampling855	632	599
sampling856	632	605
sampling857	632	605
sampling858	632	588
sampling859	632	596
sampling860	632	607
sampling861	632	597
sampling862	632	611
sampling863	632	618
sampling864	632	595
sampling865	632	611
sampling866	632	606
sampling867	632	601
sampling868	632	606
sampling869	632	601
sampling870	632	603
sampling871	632	601
sampling872	632	598
sampling873	632	601
sampling874	632	598
sampling875	632	599
sampling876	632	602
sampling877	632	594
sampling878	632	591
sampling879	632	609
sampling880	632	604
sampling881	632	609
sampling882	632	610
sampling883	632	601
sampling884	632	608
sampling885	632	619
sampling886	632	604
sampling887	632	613
sampling888	632	612
sampling889	632	600
sampling890	632	603
sampling891	632	612
sampling892	632	603
sampling893	632	612
sampling894	632	605
sampling895	632	599
sampling896	632	608
sampling897	632	599
sampling898	632	609
sampling899	632	604
sampling900	632	609
sampling901	632	606
sampling902	632	602
sampling903	632	609
sampling904	632	598
sampling905	632	598
sampling906	632	604
sampling907	632	597
sampling908	632	607
sampling909	632	600
sampling910	632	603
sampling911	632	605
sampling912	632	608
sampling913	632	607
sampling914	632	602
sampling915	632	597
sampling916	632	598
sampling917	632	603
sampling918	632	605
sampling919	632	603
sampling920	632	600
sampling921	632	614
sampling922	632	601
sampling923	632	608
sampling924	632	606
sampling925	632	603
sampling926	632	616
sampling927	632	596
sampling928	632	603
sampling929	632	594
sampling930	632	601
sampling931	632	603
sampling932	632	598
sampling933	632	600
sampling934	632	613
sampling935	632	604
sampling936	632	599
sampling937	632	605
sampling938	632	606
sampling939	632	596
sampling940	632	606
sampling941	632	603
sampling942	632	610
sampling943	632	600
sampling944	632	607
sampling945	632	606
sampling946	632	608
sampling947	632	605
sampling948	632	607
sampling949	632	602
sampling950	632	601
sampling951	632	601
sampling952	632	594
sampling953	632	602
sampling954	632	611
sampling955	632	613
sampling956	632	602
sampling957	632	602
sampling958	632	611
sampling959	632	596
sampling960	632	592
sampling961	632	609
sampling962	632	602
sampling963	632	593
sampling964	632	607
sampling965	632	598
sampling966	632	601
sampling967	632	597
sampling968	632	598
sampling969	632	600
sampling970	632	603
sampling971	632	608
sampling972	632	593
sampling973	632	607
sampling974	632	605
sampling975	632	602
sampling976	632	603
sampling977	632	613
sampling978	632	601
sampling979	632	609
sampling980	632	616
sampling981	632	606
sampling982	632	602
sampling983	632	599
sampling984	632	609
sampling985	632	604
sampling986	632	605
sampling987	632	612
sampling988	632	605
sampling989	632	608
sampling990	632	612
sampling991	632	606
sampling992	632	599
sampling993	632	610
sampling994	632	605
sampling995	632	604
sampling996	632	609
sampling997	632	593
sampling998	632	608
sampling999	632	604
sampling1000	632	605
