Type	Total_N	Overlap_N
sampling217	143656	126731
sampling218	143656	126679
sampling219	143656	126823
sampling220	143656	126776
sampling221	143656	125731
sampling222	143656	127059
sampling223	143656	125788
sampling224	143656	125388
sampling225	143656	125603
sampling226	143656	127517
sampling227	143656	126721
sampling228	143656	126957
sampling229	143656	126479
sampling230	143656	126564
sampling231	143656	124851
sampling232	143656	126282
sampling233	143656	126188
sampling234	143656	126848
sampling235	143656	126798
sampling236	143656	125660
sampling237	143656	125936
sampling238	143656	127464
sampling239	143656	126946
sampling240	143656	127135
sampling241	143656	128135
sampling242	143656	125083
sampling243	143656	125940
sampling244	143656	125703
sampling245	143656	127505
sampling246	143656	125909
sampling247	143656	127216
sampling248	143656	126535
sampling249	143656	126159
sampling250	143656	126217
sampling251	143656	126261
sampling252	143656	126264
sampling253	143656	126153
sampling254	143656	126044
sampling255	143656	126749
sampling256	143656	125931
sampling257	143656	125560
sampling258	143656	126253
sampling259	143656	126093
sampling260	143656	125470
sampling261	143656	126565
sampling262	143656	126349
sampling263	143656	125529
sampling264	143656	126806
sampling265	143656	125327
sampling266	143656	126373
sampling267	143656	125813
sampling268	143656	125329
sampling269	143656	126378
sampling270	143656	126473
sampling271	143656	125871
sampling272	143656	126671
sampling273	143656	127199
sampling274	143656	125565
sampling275	143656	127437
sampling276	143656	125307
sampling277	143656	126455
sampling278	143656	126011
sampling279	143656	126518
sampling280	143656	126896
sampling281	143656	126150
sampling282	143656	127281
sampling283	143656	125942
sampling284	143656	125231
sampling285	143656	126005
sampling286	143656	126039
sampling287	143656	126271
sampling288	143656	125004
sampling289	143656	123817
sampling290	143656	126263
sampling291	143656	127096
sampling292	143656	125962
sampling293	143656	127338
sampling294	143656	126645
sampling295	143656	127521
sampling296	143656	127065
sampling297	143656	126101
sampling298	143656	125734
sampling299	143656	127021
sampling300	143656	126082
sampling301	143656	125955
sampling302	143656	127134
sampling303	143656	126200
sampling304	143656	126801
sampling305	143656	125936
sampling306	143656	125775
sampling307	143656	126157
sampling308	143656	126886
sampling309	143656	125756
sampling310	143656	124923
sampling311	143656	126985
sampling312	143656	126182
sampling313	143656	126167
sampling314	143656	125804
sampling315	143656	126026
sampling316	143656	127435
sampling317	143656	126717
sampling318	143656	125193
sampling319	143656	126370
sampling320	143656	127458
sampling321	143656	126442
sampling322	143656	126799
sampling323	143656	126558
sampling324	143656	126096
sampling325	143656	126003
sampling326	143656	125982
sampling327	143656	125241
sampling328	143656	126917
sampling329	143656	126144
sampling330	143656	126028
sampling331	143656	125634
sampling332	143656	126926
sampling333	143656	126203
sampling334	143656	127270
sampling335	143656	127546
sampling336	143656	126329
sampling337	143656	125679
sampling338	143656	125641
sampling339	143656	125041
sampling340	143656	126347
sampling341	143656	125225
sampling342	143656	125546
sampling343	143656	126238
sampling344	143656	126758
sampling345	143656	126595
sampling346	143656	126478
sampling347	143656	126503
sampling348	143656	125717
sampling349	143656	126828
sampling350	143656	126499
sampling351	143656	125068
sampling352	143656	125895
sampling353	143656	127283
sampling354	143656	126581
sampling355	143656	124810
sampling356	143656	125002
sampling357	143656	126518
sampling358	143656	126356
sampling359	143656	127008
sampling360	143656	126266
sampling361	143656	127406
sampling362	143656	125372
sampling363	143656	126312
sampling364	143656	127130
sampling365	143656	126850
sampling366	143656	126644
sampling367	143656	127004
sampling368	143656	126098
sampling369	143656	126475
sampling370	143656	125516
sampling371	143656	125411
sampling372	143656	126776
sampling373	143656	127493
sampling374	143656	125880
sampling375	143656	125966
sampling376	143656	125830
sampling377	143656	126792
sampling378	143656	126971
sampling379	143656	125015
sampling380	143656	126994
sampling381	143656	126222
sampling382	143656	126094
sampling383	143656	126159
sampling384	143656	126241
sampling385	143656	126708
sampling386	143656	125863
sampling387	143656	126295
sampling388	143656	125055
sampling389	143656	126558
sampling390	143656	123627
sampling391	143656	126901
sampling392	143656	127358
sampling393	143656	124526
sampling394	143656	123891
sampling395	143656	125936
sampling396	143656	124686
sampling397	143656	126255
sampling398	143656	126217
sampling399	143656	127102
sampling400	143656	125430
sampling401	143656	127087
sampling402	143656	126140
sampling403	143656	125931
sampling404	143656	126451
sampling405	143656	127462
sampling406	143656	126253
sampling407	143656	126385
sampling408	143656	127551
sampling409	143656	125993
sampling410	143656	126132
sampling411	143656	126314
sampling412	143656	126825
sampling413	143656	126049
sampling414	143656	125750
sampling415	143656	126566
sampling416	143656	125650
sampling417	143656	125347
sampling418	143656	126549
sampling419	143656	125638
sampling420	143656	126484
sampling421	143656	126112
sampling422	143656	126530
sampling423	143656	125606
sampling424	143656	125679
sampling425	143656	125396
sampling426	143656	124565
sampling427	143656	123947
sampling428	143656	125471
sampling429	143656	125381
sampling430	143656	126389
sampling431	143656	125630
sampling432	143656	125685
sampling433	143656	126921
sampling434	143656	127143
sampling435	143656	125307
sampling436	143656	126235
sampling437	143656	127397
sampling438	143656	126729
sampling439	143656	127575
sampling440	143656	127006
sampling441	143656	125833
sampling442	143656	125697
sampling443	143656	126782
sampling444	143656	126212
sampling445	143656	126056
sampling446	143656	126397
sampling447	143656	126392
sampling448	143656	127387
sampling449	143656	126687
sampling450	143656	126491
sampling451	143656	126688
sampling452	143656	125268
sampling453	143656	126764
sampling454	143656	127426
sampling455	143656	126069
sampling456	143656	127464
sampling457	143656	125486
sampling458	143656	127065
sampling459	143656	125341
sampling460	143656	125974
sampling461	143656	125780
sampling462	143656	126046
sampling463	143656	126406
sampling464	143656	126790
sampling465	143656	126511
sampling466	143656	126465
sampling467	143656	125533
sampling468	143656	126357
sampling469	143656	124837
sampling470	143656	126714
sampling471	143656	126275
sampling472	143656	125994
sampling473	143656	125952
sampling474	143656	125825
sampling475	143656	125726
sampling476	143656	126218
sampling477	143656	125215
sampling478	143656	127153
sampling479	143656	126363
sampling480	143656	124870
sampling481	143656	125409
sampling482	143656	126861
sampling483	143656	126221
sampling484	143656	127806
sampling485	143656	125444
sampling486	143656	125561
sampling487	143656	125618
sampling488	143656	126491
sampling489	143656	126344
sampling490	143656	126080
sampling491	143656	126366
sampling492	143656	126413
sampling493	143656	126203
sampling494	143656	125356
sampling495	143656	126092
sampling496	143656	126873
sampling497	143656	125800
sampling498	143656	124757
sampling499	143656	125973
sampling500	143656	126772
sampling501	143656	126094
sampling502	143656	127059
sampling503	143656	124876
sampling504	143656	125677
sampling505	143656	125124
sampling506	143656	125823
sampling507	143656	126163
sampling508	143656	125981
sampling509	143656	125826
sampling510	143656	125692
sampling511	143656	127034
sampling512	143656	127463
sampling513	143656	125427
sampling514	143656	126225
sampling515	143656	126591
sampling516	143656	126633
sampling517	143656	125075
sampling518	143656	126777
sampling519	143656	126407
sampling520	143656	126970
sampling521	143656	127436
sampling522	143656	127347
sampling523	143656	126276
sampling524	143656	125901
sampling525	143656	126337
sampling526	143656	125047
sampling527	143656	125906
sampling528	143656	125378
sampling529	143656	125636
sampling530	143656	126333
sampling531	143656	125090
sampling532	143656	125885
sampling533	143656	126105
sampling534	143656	126232
sampling535	143656	126327
sampling536	143656	126234
sampling537	143656	126095
sampling538	143656	125902
sampling539	143656	127041
sampling540	143656	124816
sampling541	143656	126438
sampling542	143656	127212
sampling543	143656	125133
sampling544	143656	125688
sampling545	143656	125633
sampling546	143656	126737
sampling547	143656	125353
sampling548	143656	125912
sampling549	143656	125858
sampling550	143656	125531
sampling551	143656	126350
sampling552	143656	126609
sampling553	143656	125999
sampling554	143656	126355
sampling555	143656	126992
sampling556	143656	126666
sampling557	143656	126956
sampling558	143656	125795
sampling559	143656	127022
sampling560	143656	126105
sampling561	143656	126179
sampling562	143656	127215
sampling563	143656	127178
sampling564	143656	126492
sampling565	143656	125424
sampling566	143656	125876
sampling567	143656	126379
sampling568	143656	127229
sampling569	143656	126359
sampling570	143656	125579
sampling571	143656	125167
sampling572	143656	125701
sampling573	143656	126899
sampling574	143656	126017
sampling575	143656	126406
sampling576	143656	126879
sampling577	143656	125845
sampling578	143656	125943
sampling579	143656	126429
sampling580	143656	124965
sampling581	143656	126239
sampling582	143656	125798
sampling583	143656	125009
sampling584	143656	126432
sampling585	143656	126929
sampling586	143656	126473
sampling587	143656	126125
sampling588	143656	125152
sampling589	143656	126092
sampling590	143656	125743
sampling591	143656	126782
sampling592	143656	125471
sampling593	143656	126897
sampling594	143656	125826
sampling595	143656	126032
sampling596	143656	125154
sampling597	143656	125872
sampling598	143656	126863
sampling599	143656	125688
sampling600	143656	125337
sampling601	143656	127113
sampling602	143656	125173
sampling603	143656	126655
sampling604	143656	126106
sampling605	143656	126815
sampling606	143656	126078
sampling607	143656	127348
sampling608	143656	126269
sampling609	143656	126072
sampling610	143656	126474
sampling611	143656	127023
sampling612	143656	126183
sampling613	143656	126529
sampling614	143656	127071
sampling615	143656	126850
sampling616	143656	126400
sampling617	143656	125671
sampling618	143656	126653
sampling619	143656	126501
sampling620	143656	126053
sampling621	143656	124624
sampling622	143656	126703
sampling623	143656	125692
sampling624	143656	126579
sampling625	143656	126254
sampling626	143656	126799
sampling627	143656	125018
sampling628	143656	126254
sampling629	143656	127723
sampling630	143656	125845
sampling631	143656	126135
sampling632	143656	126279
sampling633	143656	125010
sampling634	143656	126147
sampling635	143656	125660
sampling636	143656	126377
sampling637	143656	126527
sampling638	143656	125159
sampling639	143656	127520
sampling640	143656	127352
sampling641	143656	126838
sampling642	143656	125811
sampling643	143656	126155
sampling644	143656	126861
sampling645	143656	126109
sampling646	143656	125258
sampling647	143656	126841
sampling648	143656	125570
sampling649	143656	127212
sampling650	143656	125802
sampling651	143656	125035
sampling652	143656	127666
sampling653	143656	126459
sampling654	143656	125784
sampling655	143656	126015
sampling656	143656	126047
sampling657	143656	125304
sampling658	143656	126302
sampling659	143656	125483
sampling660	143656	127225
sampling661	143656	125610
sampling662	143656	125978
sampling663	143656	127673
sampling664	143656	126576
sampling665	143656	125368
sampling666	143656	126299
sampling667	143656	126819
sampling668	143656	125959
sampling669	143656	127086
sampling670	143656	127459
sampling671	143656	126511
sampling672	143656	125917
sampling673	143656	125465
sampling674	143656	126314
sampling675	143656	127146
sampling676	143656	126141
sampling677	143656	126758
sampling678	143656	125506
sampling679	143656	125983
sampling680	143656	125928
sampling681	143656	126695
sampling682	143656	126000
sampling683	143656	126066
sampling684	143656	126995
sampling685	143656	126348
sampling686	143656	126342
sampling687	143656	126935
sampling688	143656	126935
sampling689	143656	127608
sampling690	143656	126759
sampling691	143656	125035
sampling692	143656	127441
sampling693	143656	126096
sampling694	143656	125330
sampling695	143656	125931
sampling696	143656	127318
sampling697	143656	126245
sampling698	143656	125425
sampling699	143656	126131
sampling700	143656	125165
sampling701	143656	125964
sampling702	143656	126459
sampling703	143656	126852
sampling704	143656	125489
sampling705	143656	126727
sampling706	143656	125775
sampling707	143656	126266
sampling708	143656	126505
sampling709	143656	126367
sampling710	143656	127005
sampling711	143656	125908
sampling712	143656	125086
sampling713	143656	126161
sampling714	143656	126376
sampling715	143656	127105
sampling716	143656	125176
sampling717	143656	127008
sampling718	143656	126227
sampling719	143656	126280
sampling720	143656	126478
sampling721	143656	126497
sampling722	143656	125630
sampling723	143656	126163
sampling724	143656	125220
sampling725	143656	126984
sampling726	143656	126194
sampling727	143656	126886
sampling728	143656	126559
sampling729	143656	125879
sampling730	143656	126044
sampling731	143656	126993
sampling732	143656	126251
sampling733	143656	127170
sampling734	143656	124463
sampling735	143656	125747
sampling736	143656	126048
sampling737	143656	127002
sampling738	143656	126603
sampling739	143656	126352
sampling740	143656	126908
sampling741	143656	126715
sampling742	143656	126505
sampling743	143656	125848
sampling744	143656	125503
sampling745	143656	126136
sampling746	143656	126482
sampling747	143656	125190
sampling748	143656	127261
sampling749	143656	125433
sampling750	143656	127185
sampling751	143656	125734
sampling752	143656	126110
sampling753	143656	127345
sampling754	143656	125455
sampling755	143656	125971
sampling756	143656	126697
sampling757	143656	125959
sampling758	143656	126705
sampling759	143656	126785
sampling760	143656	125226
sampling761	143656	126913
sampling762	143656	126667
sampling763	143656	126615
sampling764	143656	125181
sampling765	143656	125735
sampling766	143656	125234
sampling767	143656	126844
sampling768	143656	126016
sampling769	143656	126838
sampling770	143656	126630
sampling771	143656	126985
sampling772	143656	127266
sampling773	143656	125862
sampling774	143656	127841
sampling775	143656	125785
sampling776	143656	126809
sampling777	143656	126518
sampling778	143656	125694
sampling779	143656	126242
sampling780	143656	124908
sampling781	143656	127724
sampling782	143656	126874
sampling783	143656	126729
sampling784	143656	125264
sampling785	143656	126224
sampling786	143656	125630
sampling787	143656	126995
sampling788	143656	126410
sampling789	143656	127384
sampling790	143656	125674
sampling791	143656	126022
sampling792	143656	127062
sampling793	143656	126968
sampling794	143656	125545
sampling795	143656	125734
sampling796	143656	125279
sampling797	143656	127057
sampling798	143656	125598
sampling799	143656	125584
sampling800	143656	125535
sampling801	143656	124832
sampling802	143656	127564
sampling803	143656	127179
sampling804	143656	125767
sampling805	143656	126271
sampling806	143656	126677
sampling807	143656	125844
sampling808	143656	126075
sampling809	143656	125542
sampling810	143656	127329
sampling811	143656	125495
sampling812	143656	127363
sampling813	143656	126193
sampling814	143656	124660
sampling815	143656	125747
sampling816	143656	125078
sampling817	143656	124970
sampling818	143656	124924
sampling819	143656	125753
sampling820	143656	126482
sampling821	143656	126089
sampling822	143656	127028
sampling823	143656	126552
sampling824	143656	126121
sampling825	143656	126687
sampling826	143656	125220
sampling827	143656	125567
sampling828	143656	126426
sampling829	143656	125808
sampling830	143656	125943
sampling831	143656	126168
sampling832	143656	125930
sampling833	143656	127472
sampling834	143656	126655
sampling835	143656	127118
sampling836	143656	127280
sampling837	143656	126094
sampling838	143656	127006
sampling839	143656	127516
sampling840	143656	125865
sampling841	143656	125301
sampling842	143656	126416
sampling843	143656	126028
sampling844	143656	125621
sampling845	143656	125649
sampling846	143656	127289
sampling847	143656	125364
sampling848	143656	125898
sampling849	143656	126941
sampling850	143656	125280
sampling851	143656	125623
sampling852	143656	125613
sampling853	143656	127236
sampling854	143656	125976
sampling855	143656	126368
sampling856	143656	126004
sampling857	143656	125022
sampling858	143656	125661
sampling859	143656	125653
sampling860	143656	126509
sampling861	143656	127823
sampling862	143656	127472
sampling863	143656	125741
sampling864	143656	126746
sampling865	143656	124766
sampling866	143656	126954
sampling867	143656	126354
sampling868	143656	126694
sampling869	143656	126372
sampling870	143656	125548
sampling871	143656	127535
sampling872	143656	126630
sampling873	143656	128153
sampling874	143656	125268
sampling875	143656	126629
sampling876	143656	126769
sampling877	143656	126189
sampling878	143656	126430
sampling879	143656	125940
sampling880	143656	125436
sampling881	143656	127074
sampling882	143656	126167
sampling883	143656	125412
sampling884	143656	126186
sampling885	143656	125380
sampling886	143656	126985
sampling887	143656	127342
sampling888	143656	125509
sampling889	143656	125079
sampling890	143656	126680
sampling891	143656	126168
sampling892	143656	124912
sampling893	143656	125315
sampling894	143656	126360
sampling895	143656	126207
sampling896	143656	127550
sampling897	143656	126178
sampling898	143656	125815
sampling899	143656	126209
sampling900	143656	126917
sampling901	143656	126581
sampling902	143656	126200
sampling903	143656	126876
sampling904	143656	125933
sampling905	143656	126995
sampling906	143656	126536
sampling907	143656	126379
sampling908	143656	126620
sampling909	143656	126630
sampling910	143656	127225
sampling911	143656	126659
sampling912	143656	126529
sampling913	143656	127086
sampling914	143656	125817
sampling915	143656	125946
sampling916	143656	125738
sampling917	143656	125972
sampling918	143656	126539
sampling919	143656	127169
sampling920	143656	126359
sampling921	143656	127070
sampling922	143656	125629
sampling923	143656	125570
sampling924	143656	126388
sampling925	143656	125618
sampling926	143656	126193
sampling927	143656	127000
sampling928	143656	127073
sampling929	143656	125073
sampling930	143656	125035
sampling931	143656	126373
sampling932	143656	125917
sampling933	143656	126167
sampling934	143656	126627
sampling935	143656	126323
sampling936	143656	126371
sampling937	143656	125701
sampling938	143656	126198
sampling939	143656	126044
sampling940	143656	125393
sampling941	143656	124296
sampling942	143656	125790
sampling943	143656	126301
sampling944	143656	127385
sampling945	143656	124963
sampling946	143656	126345
sampling947	143656	126237
sampling948	143656	126175
sampling949	143656	126329
sampling950	143656	126085
sampling951	143656	128184
sampling952	143656	125396
sampling953	143656	126977
sampling954	143656	126390
sampling955	143656	126156
sampling956	143656	126904
sampling957	143656	126806
sampling958	143656	125667
sampling959	143656	126280
sampling960	143656	126231
sampling961	143656	127577
sampling962	143656	126264
sampling963	143656	126883
sampling964	143656	126624
sampling965	143656	126542
sampling966	143656	125950
sampling967	143656	126120
sampling968	143656	126008
sampling969	143656	126185
sampling970	143656	127031
sampling971	143656	126663
sampling972	143656	125779
sampling973	143656	126755
sampling974	143656	125778
sampling975	143656	126793
sampling976	143656	126037
sampling977	143656	126398
sampling978	143656	127336
sampling979	143656	126246
sampling980	143656	125871
sampling981	143656	125865
sampling982	143656	124954
sampling983	143656	127872
sampling984	143656	125883
sampling985	143656	126809
sampling986	143656	126592
sampling987	143656	127126
sampling988	143656	126659
sampling989	143656	126075
sampling990	143656	127214
sampling991	143656	126693
sampling992	143656	127294
sampling993	143656	125926
sampling994	143656	125618
sampling995	143656	125080
sampling996	143656	126753
sampling997	143656	126570
sampling998	143656	126484
sampling999	143656	125943
sampling1000	143656	125765
