Type	Total_N	Overlap_N
sampling366	114013	110785
sampling367	114013	110579
sampling368	114013	110518
sampling369	114013	110654
sampling370	114013	110372
sampling371	114013	110599
sampling372	114013	110383
sampling373	114013	110736
sampling374	114013	110848
sampling375	114013	110925
sampling376	114013	110587
sampling377	114013	110759
sampling378	114013	110616
sampling379	114013	110599
sampling380	114013	110792
sampling381	114013	110762
sampling382	114013	110587
sampling383	114013	110642
sampling384	114013	110312
sampling385	114013	110646
sampling386	114013	110563
sampling387	114013	110608
sampling388	114013	110559
sampling389	114013	110407
sampling390	114013	110453
sampling391	114013	110791
sampling392	114013	110625
sampling393	114013	110444
sampling394	114013	110759
sampling395	114013	110745
sampling396	114013	110596
sampling397	114013	110481
sampling398	114013	110674
sampling399	114013	110857
sampling400	114013	110731
sampling401	114013	110736
sampling402	114013	110637
sampling403	114013	110636
sampling404	114013	110507
sampling405	114013	110633
sampling406	114013	110770
sampling407	114013	110552
sampling408	114013	110493
sampling409	114013	110596
sampling410	114013	110700
sampling411	114013	110599
sampling412	114013	110238
sampling413	114013	110840
sampling414	114013	110839
sampling415	114013	110768
sampling416	114013	110532
sampling417	114013	110633
sampling418	114013	110844
sampling419	114013	110289
sampling420	114013	110697
sampling421	114013	110579
sampling422	114013	110683
sampling423	114013	110644
sampling424	114013	110664
sampling425	114013	110380
sampling426	114013	110713
sampling427	114013	110713
sampling428	114013	110536
sampling429	114013	110497
sampling430	114013	110701
sampling431	114013	110522
sampling432	114013	110571
sampling433	114013	110594
sampling434	114013	110769
sampling435	114013	110699
sampling436	114013	110382
sampling437	114013	110597
sampling438	114013	110786
sampling439	114013	110388
sampling440	114013	110593
sampling441	114013	110467
sampling442	114013	110661
sampling443	114013	110669
sampling444	114013	110624
sampling445	114013	110660
sampling446	114013	110752
sampling447	114013	110734
sampling448	114013	110607
sampling449	114013	110465
sampling450	114013	110721
sampling451	114013	110657
sampling452	114013	110581
sampling453	114013	110775
sampling454	114013	110669
sampling455	114013	110492
sampling456	114013	110599
sampling457	114013	110773
sampling458	114013	110773
sampling459	114013	110925
sampling460	114013	110744
sampling461	114013	110538
sampling462	114013	110304
sampling463	114013	110569
sampling464	114013	110576
sampling465	114013	110497
sampling466	114013	110630
sampling467	114013	110807
sampling468	114013	110620
sampling469	114013	110721
sampling470	114013	110769
sampling471	114013	110666
sampling472	114013	110414
sampling473	114013	110632
sampling474	114013	110635
sampling475	114013	110586
sampling476	114013	110394
sampling477	114013	110612
sampling478	114013	110532
sampling479	114013	110687
sampling480	114013	110513
sampling481	114013	110557
sampling482	114013	110459
sampling483	114013	110778
sampling484	114013	110801
sampling485	114013	110690
sampling486	114013	110457
sampling487	114013	110848
sampling488	114013	110637
sampling489	114013	110546
sampling490	114013	110720
sampling491	114013	110630
sampling492	114013	110804
sampling493	114013	110743
sampling494	114013	110360
sampling495	114013	110615
sampling496	114013	110742
sampling497	114013	110717
sampling498	114013	110518
sampling499	114013	110651
sampling500	114013	110687
sampling501	114013	110618
sampling502	114013	110746
sampling503	114013	110555
sampling504	114013	110391
sampling505	114013	110566
sampling506	114013	110527
sampling507	114013	110516
sampling508	114013	110829
sampling509	114013	110608
sampling510	114013	110762
sampling511	114013	110457
sampling512	114013	110895
sampling513	114013	110751
sampling514	114013	110731
sampling515	114013	110807
sampling516	114013	110651
sampling517	114013	110532
sampling518	114013	110473
sampling519	114013	110757
sampling520	114013	110817
sampling521	114013	110396
sampling522	114013	110750
sampling523	114013	110554
sampling524	114013	110571
sampling525	114013	110683
sampling526	114013	110687
sampling527	114013	110674
sampling528	114013	110792
sampling529	114013	110567
sampling530	114013	110556
sampling531	114013	110198
sampling532	114013	110811
sampling533	114013	110736
sampling534	114013	110890
sampling535	114013	110595
sampling536	114013	110588
sampling537	114013	110853
sampling538	114013	110773
sampling539	114013	110636
sampling540	114013	110610
sampling541	114013	110738
sampling542	114013	110542
sampling543	114013	110357
sampling544	114013	110833
sampling545	114013	110629
sampling546	114013	110545
sampling547	114013	110740
sampling548	114013	110517
sampling549	114013	110792
sampling550	114013	110704
sampling551	114013	110819
sampling552	114013	110605
sampling553	114013	110671
sampling554	114013	110522
sampling555	114013	110569
sampling556	114013	110589
sampling557	114013	110804
sampling558	114013	110835
sampling559	114013	110854
sampling560	114013	110627
sampling561	114013	110791
sampling562	114013	110650
sampling563	114013	110615
sampling564	114013	110602
sampling565	114013	110645
sampling566	114013	110672
sampling567	114013	110508
sampling568	114013	110595
sampling569	114013	110672
sampling570	114013	110583
sampling571	114013	110576
sampling572	114013	110561
sampling573	114013	110595
sampling574	114013	110677
sampling575	114013	110511
sampling576	114013	110719
sampling577	114013	110527
sampling578	114013	110945
sampling579	114013	110696
sampling580	114013	110648
sampling581	114013	110714
sampling582	114013	110483
sampling583	114013	110618
sampling584	114013	110688
sampling585	114013	110554
sampling586	114013	110585
sampling587	114013	110733
sampling588	114013	110717
sampling589	114013	110565
sampling590	114013	110762
sampling591	114013	110524
sampling592	114013	110461
sampling593	114013	110661
sampling594	114013	110683
sampling595	114013	110639
sampling596	114013	110722
sampling597	114013	110483
sampling598	114013	110828
sampling599	114013	110782
sampling600	114013	110570
sampling601	114013	110494
sampling602	114013	110624
sampling603	114013	110645
sampling604	114013	110676
sampling605	114013	110571
sampling606	114013	110635
sampling607	114013	110518
sampling608	114013	110553
sampling609	114013	110482
sampling610	114013	110905
sampling611	114013	110729
sampling612	114013	110608
sampling613	114013	110546
sampling614	114013	110749
sampling615	114013	110674
sampling616	114013	110494
sampling617	114013	110577
sampling618	114013	110687
sampling619	114013	110613
sampling620	114013	110569
sampling621	114013	110881
sampling622	114013	110651
sampling623	114013	110704
sampling624	114013	110605
sampling625	114013	110513
sampling626	114013	110894
sampling627	114013	110687
sampling628	114013	110888
sampling629	114013	110744
sampling630	114013	110473
sampling631	114013	110482
sampling632	114013	110487
sampling633	114013	110590
sampling634	114013	110580
sampling635	114013	110599
sampling636	114013	110850
sampling637	114013	110750
sampling638	114013	110601
sampling639	114013	110669
sampling640	114013	110920
sampling641	114013	110709
sampling642	114013	110687
sampling643	114013	110621
sampling644	114013	110697
sampling645	114013	110752
sampling646	114013	110427
sampling647	114013	110657
sampling648	114013	110432
sampling649	114013	110842
sampling650	114013	110861
sampling651	114013	110451
sampling652	114013	110618
sampling653	114013	110685
sampling654	114013	110642
sampling655	114013	110710
sampling656	114013	110860
sampling657	114013	110591
sampling658	114013	110426
sampling659	114013	110535
sampling660	114013	110587
sampling661	114013	110487
sampling662	114013	110624
sampling663	114013	110509
sampling664	114013	110764
sampling665	114013	110677
sampling666	114013	110774
sampling667	114013	110810
sampling668	114013	110445
sampling669	114013	110786
sampling670	114013	110469
sampling671	114013	110699
sampling672	114013	110759
sampling673	114013	110344
sampling674	114013	110643
sampling675	114013	110801
sampling676	114013	110595
sampling677	114013	110309
sampling678	114013	110653
sampling679	114013	110765
sampling680	114013	110655
sampling681	114013	110655
sampling682	114013	110568
sampling683	114013	110728
sampling684	114013	110609
sampling685	114013	110667
sampling686	114013	110668
sampling687	114013	110590
sampling688	114013	110833
sampling689	114013	110584
sampling690	114013	110719
sampling691	114013	110567
sampling692	114013	110667
sampling693	114013	110417
sampling694	114013	110599
sampling695	114013	110559
sampling696	114013	110641
sampling697	114013	110484
sampling698	114013	110539
sampling699	114013	110445
sampling700	114013	110423
sampling701	114013	110616
sampling702	114013	110678
sampling703	114013	110751
sampling704	114013	110482
sampling705	114013	110703
sampling706	114013	110542
sampling707	114013	110779
sampling708	114013	110452
sampling709	114013	110686
sampling710	114013	110359
sampling711	114013	110505
sampling712	114013	110915
sampling713	114013	110581
sampling714	114013	110854
sampling715	114013	110684
sampling716	114013	110702
sampling717	114013	110361
sampling718	114013	110917
sampling719	114013	110929
sampling720	114013	110679
sampling721	114013	110678
sampling722	114013	110499
sampling723	114013	110730
sampling724	114013	110577
sampling725	114013	110705
sampling726	114013	110667
sampling727	114013	110525
sampling728	114013	110474
sampling729	114013	110668
sampling730	114013	110630
sampling731	114013	110735
sampling732	114013	110724
sampling733	114013	110875
sampling734	114013	110694
sampling735	114013	110541
sampling736	114013	110432
sampling737	114013	110772
sampling738	114013	110796
sampling739	114013	110612
sampling740	114013	110768
sampling741	114013	110818
sampling742	114013	110840
sampling743	114013	110544
sampling744	114013	110860
sampling745	114013	110503
sampling746	114013	110682
sampling747	114013	110769
sampling748	114013	110714
sampling749	114013	110728
sampling750	114013	110449
sampling751	114013	110576
sampling752	114013	110639
sampling753	114013	110697
sampling754	114013	110712
sampling755	114013	110567
sampling756	114013	110605
sampling757	114013	110610
sampling758	114013	110725
sampling759	114013	110558
sampling760	114013	110710
sampling761	114013	110550
sampling762	114013	110502
sampling763	114013	110538
sampling764	114013	110732
sampling765	114013	110808
sampling766	114013	110642
sampling767	114013	110438
sampling768	114013	110748
sampling769	114013	110744
sampling770	114013	110703
sampling771	114013	110582
sampling772	114013	110352
sampling773	114013	110531
sampling774	114013	110465
sampling775	114013	110963
sampling776	114013	110884
sampling777	114013	110618
sampling778	114013	110777
sampling779	114013	110464
sampling780	114013	110371
sampling781	114013	110695
sampling782	114013	110769
sampling783	114013	110717
sampling784	114013	110532
sampling785	114013	110459
sampling786	114013	110508
sampling787	114013	110514
sampling788	114013	110643
sampling789	114013	110556
sampling790	114013	110689
sampling791	114013	110762
sampling792	114013	110432
sampling793	114013	110597
sampling794	114013	110517
sampling795	114013	110980
sampling796	114013	110551
sampling797	114013	110714
sampling798	114013	110587
sampling799	114013	110649
sampling800	114013	110893
sampling801	114013	110757
sampling802	114013	110487
sampling803	114013	110730
sampling804	114013	110768
sampling805	114013	110606
sampling806	114013	110580
sampling807	114013	110707
sampling808	114013	110477
sampling809	114013	110522
sampling810	114013	110609
sampling811	114013	110807
sampling812	114013	110454
sampling813	114013	110599
sampling814	114013	110539
sampling815	114013	110650
sampling816	114013	110473
sampling817	114013	110717
sampling818	114013	110537
sampling819	114013	110447
sampling820	114013	110771
sampling821	114013	110545
sampling822	114013	110730
sampling823	114013	110383
sampling824	114013	110778
sampling825	114013	110555
sampling826	114013	110668
sampling827	114013	110695
sampling828	114013	110495
sampling829	114013	110458
sampling830	114013	110780
sampling831	114013	110603
sampling832	114013	110597
sampling833	114013	110416
sampling834	114013	110314
sampling835	114013	110416
sampling836	114013	110571
sampling837	114013	110971
sampling838	114013	110592
sampling839	114013	110733
sampling840	114013	110397
sampling841	114013	110545
sampling842	114013	110648
sampling843	114013	110731
sampling844	114013	110636
sampling845	114013	110997
sampling846	114013	110586
sampling847	114013	110383
sampling848	114013	110920
sampling849	114013	110693
sampling850	114013	110666
sampling851	114013	110744
sampling852	114013	110655
sampling853	114013	110622
sampling854	114013	110558
sampling855	114013	110689
sampling856	114013	110767
sampling857	114013	110671
sampling858	114013	110229
sampling859	114013	110629
sampling860	114013	110910
sampling861	114013	110687
sampling862	114013	110422
sampling863	114013	110632
sampling864	114013	110560
sampling865	114013	110712
sampling866	114013	110780
sampling867	114013	110797
sampling868	114013	110564
sampling869	114013	110766
sampling870	114013	110633
sampling871	114013	110607
sampling872	114013	110769
sampling873	114013	110673
sampling874	114013	110643
sampling875	114013	110774
sampling876	114013	110605
sampling877	114013	110702
sampling878	114013	110529
sampling879	114013	110642
sampling880	114013	110495
sampling881	114013	110781
sampling882	114013	110535
sampling883	114013	110608
sampling884	114013	110660
sampling885	114013	110685
sampling886	114013	110627
sampling887	114013	110948
sampling888	114013	110420
sampling889	114013	110450
sampling890	114013	110864
sampling891	114013	110770
sampling892	114013	110700
sampling893	114013	110587
sampling894	114013	110736
sampling895	114013	110621
sampling896	114013	110536
sampling897	114013	110650
sampling898	114013	110626
sampling899	114013	110724
sampling900	114013	110570
sampling901	114013	110577
sampling902	114013	110831
sampling903	114013	110671
sampling904	114013	110641
sampling905	114013	110665
sampling906	114013	110515
sampling907	114013	110604
sampling908	114013	110871
sampling909	114013	110609
sampling910	114013	110835
sampling911	114013	110729
sampling912	114013	110485
sampling913	114013	110639
sampling914	114013	110643
sampling915	114013	110825
sampling916	114013	110333
sampling917	114013	110540
sampling918	114013	110704
sampling919	114013	110528
sampling920	114013	110550
sampling921	114013	110540
sampling922	114013	110695
sampling923	114013	110779
sampling924	114013	110899
sampling925	114013	110507
sampling926	114013	110539
sampling927	114013	110652
sampling928	114013	110738
sampling929	114013	110651
sampling930	114013	110421
sampling931	114013	110664
sampling932	114013	110624
sampling933	114013	110851
sampling934	114013	110790
sampling935	114013	110463
sampling936	114013	110563
sampling937	114013	110558
sampling938	114013	110709
sampling939	114013	110789
sampling940	114013	110495
sampling941	114013	110515
sampling942	114013	110456
sampling943	114013	110593
sampling944	114013	110699
sampling945	114013	110739
sampling946	114013	110611
sampling947	114013	110597
sampling948	114013	110566
sampling949	114013	110534
sampling950	114013	110850
sampling951	114013	110740
sampling952	114013	110626
sampling953	114013	110877
sampling954	114013	110645
sampling955	114013	110671
sampling956	114013	110484
sampling957	114013	110538
sampling958	114013	110787
sampling959	114013	110597
sampling960	114013	110330
sampling961	114013	110441
sampling962	114013	110753
sampling963	114013	110423
sampling964	114013	110855
sampling965	114013	110702
sampling966	114013	110571
sampling967	114013	110705
sampling968	114013	110710
sampling969	114013	110673
sampling970	114013	110569
sampling971	114013	110562
sampling972	114013	110725
sampling973	114013	110516
sampling974	114013	110736
sampling975	114013	110405
sampling976	114013	110602
sampling977	114013	110508
sampling978	114013	110483
sampling979	114013	110858
sampling980	114013	110829
sampling981	114013	110537
sampling982	114013	110472
sampling983	114013	110648
sampling984	114013	110656
sampling985	114013	110664
sampling986	114013	110437
sampling987	114013	110572
sampling988	114013	110485
sampling989	114013	110558
sampling990	114013	110836
sampling991	114013	110861
sampling992	114013	110605
sampling993	114013	110518
sampling994	114013	110770
sampling995	114013	110724
sampling996	114013	110574
sampling997	114013	110859
sampling998	114013	110462
sampling999	114013	110794
sampling1000	114013	110651
