Type	Total_N	Overlap_N
sampling395	27326	25321
sampling396	27326	25279
sampling397	27326	25354
sampling398	27326	25287
sampling399	27326	25321
sampling400	27326	25295
sampling401	27326	25445
sampling402	27326	25426
sampling403	27326	25405
sampling404	27326	25199
sampling405	27326	25473
sampling406	27326	25463
sampling407	27326	25336
sampling408	27326	25275
sampling409	27326	25377
sampling410	27326	25363
sampling411	27326	25291
sampling412	27326	25343
sampling413	27326	25356
sampling414	27326	25333
sampling415	27326	25439
sampling416	27326	25396
sampling417	27326	25201
sampling418	27326	25459
sampling419	27326	25345
sampling420	27326	25437
sampling421	27326	25317
sampling422	27326	25434
sampling423	27326	25431
sampling424	27326	25250
sampling425	27326	25376
sampling426	27326	25335
sampling427	27326	25309
sampling428	27326	25189
sampling429	27326	25284
sampling430	27326	25270
sampling431	27326	25369
sampling432	27326	25455
sampling433	27326	25434
sampling434	27326	25338
sampling435	27326	25393
sampling436	27326	25364
sampling437	27326	25324
sampling438	27326	25418
sampling439	27326	25430
sampling440	27326	25333
sampling441	27326	25343
sampling442	27326	25291
sampling443	27326	25252
sampling444	27326	25398
sampling445	27326	25383
sampling446	27326	25363
sampling447	27326	25485
sampling448	27326	25265
sampling449	27326	25278
sampling450	27326	25374
sampling451	27326	25348
sampling452	27326	25346
sampling453	27326	25358
sampling454	27326	25402
sampling455	27326	25427
sampling456	27326	25490
sampling457	27326	25268
sampling458	27326	25306
sampling459	27326	25373
sampling460	27326	25337
sampling461	27326	25197
sampling462	27326	25337
sampling463	27326	25421
sampling464	27326	25428
sampling465	27326	25323
sampling466	27326	25287
sampling467	27326	25434
sampling468	27326	25323
sampling469	27326	25331
sampling470	27326	25464
sampling471	27326	25413
sampling472	27326	25330
sampling473	27326	25300
sampling474	27326	25410
sampling475	27326	25306
sampling476	27326	25314
sampling477	27326	25367
sampling478	27326	25403
sampling479	27326	25392
sampling480	27326	25348
sampling481	27326	25343
sampling482	27326	25340
sampling483	27326	25359
sampling484	27326	25425
sampling485	27326	25312
sampling486	27326	25266
sampling487	27326	25383
sampling488	27326	25434
sampling489	27326	25415
sampling490	27326	25265
sampling491	27326	25402
sampling492	27326	25261
sampling493	27326	25419
sampling494	27326	25380
sampling495	27326	25304
sampling496	27326	25392
sampling497	27326	25301
sampling498	27326	25325
sampling499	27326	25300
sampling500	27326	25470
sampling501	27326	25398
sampling502	27326	25392
sampling503	27326	25269
sampling504	27326	25361
sampling505	27326	25353
sampling506	27326	25305
sampling507	27326	25429
sampling508	27326	25503
sampling509	27326	25358
sampling510	27326	25291
sampling511	27326	25505
sampling512	27326	25292
sampling513	27326	25216
sampling514	27326	25352
sampling515	27326	25277
sampling516	27326	25348
sampling517	27326	25348
sampling518	27326	25284
sampling519	27326	25417
sampling520	27326	25354
sampling521	27326	25410
sampling522	27326	25320
sampling523	27326	25338
sampling524	27326	25350
sampling525	27326	25318
sampling526	27326	25292
sampling527	27326	25285
sampling528	27326	25405
sampling529	27326	25379
sampling530	27326	25350
sampling531	27326	25332
sampling532	27326	25313
sampling533	27326	25388
sampling534	27326	25462
sampling535	27326	25273
sampling536	27326	25409
sampling537	27326	25405
sampling538	27326	25525
sampling539	27326	25386
sampling540	27326	25230
sampling541	27326	25313
sampling542	27326	25373
sampling543	27326	25341
sampling544	27326	25297
sampling545	27326	25304
sampling546	27326	25290
sampling547	27326	25323
sampling548	27326	25418
sampling549	27326	25365
sampling550	27326	25310
sampling551	27326	25487
sampling552	27326	25288
sampling553	27326	25314
sampling554	27326	25420
sampling555	27326	25380
sampling556	27326	25322
sampling557	27326	25369
sampling558	27326	25402
sampling559	27326	25440
sampling560	27326	25380
sampling561	27326	25352
sampling562	27326	25445
sampling563	27326	25442
sampling564	27326	25313
sampling565	27326	25346
sampling566	27326	25361
sampling567	27326	25358
sampling568	27326	25283
sampling569	27326	25357
sampling570	27326	25305
sampling571	27326	25336
sampling572	27326	25331
sampling573	27326	25319
sampling574	27326	25318
sampling575	27326	25232
sampling576	27326	25363
sampling577	27326	25348
sampling578	27326	25360
sampling579	27326	25321
sampling580	27326	25375
sampling581	27326	25336
sampling582	27326	25342
sampling583	27326	25257
sampling584	27326	25388
sampling585	27326	25363
sampling586	27326	25396
sampling587	27326	25346
sampling588	27326	25376
sampling589	27326	25267
sampling590	27326	25400
sampling591	27326	25303
sampling592	27326	25233
sampling593	27326	25351
sampling594	27326	25413
sampling595	27326	25326
sampling596	27326	25215
sampling597	27326	25486
sampling598	27326	25384
sampling599	27326	25395
sampling600	27326	25336
sampling601	27326	25373
sampling602	27326	25282
sampling603	27326	25454
sampling604	27326	25421
sampling605	27326	25425
sampling606	27326	25352
sampling607	27326	25332
sampling608	27326	25396
sampling609	27326	25232
sampling610	27326	25359
sampling611	27326	25485
sampling612	27326	25359
sampling613	27326	25358
sampling614	27326	25404
sampling615	27326	25350
sampling616	27326	25505
sampling617	27326	25297
sampling618	27326	25398
sampling619	27326	25294
sampling620	27326	25329
sampling621	27326	25273
sampling622	27326	25369
sampling623	27326	25367
sampling624	27326	25415
sampling625	27326	25314
sampling626	27326	25489
sampling627	27326	25369
sampling628	27326	25358
sampling629	27326	25514
sampling630	27326	25306
sampling631	27326	25445
sampling632	27326	25315
sampling633	27326	25321
sampling634	27326	25429
sampling635	27326	25265
sampling636	27326	25345
sampling637	27326	25339
sampling638	27326	25356
sampling639	27326	25358
sampling640	27326	25424
sampling641	27326	25253
sampling642	27326	25243
sampling643	27326	25245
sampling644	27326	25452
sampling645	27326	25253
sampling646	27326	25312
sampling647	27326	25325
sampling648	27326	25363
sampling649	27326	25495
sampling650	27326	25280
sampling651	27326	25436
sampling652	27326	25432
sampling653	27326	25379
sampling654	27326	25391
sampling655	27326	25409
sampling656	27326	25322
sampling657	27326	25422
sampling658	27326	25371
sampling659	27326	25388
sampling660	27326	25414
sampling661	27326	25351
sampling662	27326	25368
sampling663	27326	25429
sampling664	27326	25423
sampling665	27326	25333
sampling666	27326	25371
sampling667	27326	25431
sampling668	27326	25454
sampling669	27326	25494
sampling670	27326	25369
sampling671	27326	25490
sampling672	27326	25367
sampling673	27326	25331
sampling674	27326	25386
sampling675	27326	25384
sampling676	27326	25351
sampling677	27326	25464
sampling678	27326	25280
sampling679	27326	25249
sampling680	27326	25465
sampling681	27326	25473
sampling682	27326	25369
sampling683	27326	25336
sampling684	27326	25342
sampling685	27326	25310
sampling686	27326	25309
sampling687	27326	25330
sampling688	27326	25411
sampling689	27326	25422
sampling690	27326	25307
sampling691	27326	25287
sampling692	27326	25378
sampling693	27326	25398
sampling694	27326	25324
sampling695	27326	25415
sampling696	27326	25431
sampling697	27326	25316
sampling698	27326	25360
sampling699	27326	25274
sampling700	27326	25280
sampling701	27326	25321
sampling702	27326	25371
sampling703	27326	25289
sampling704	27326	25264
sampling705	27326	25396
sampling706	27326	25380
sampling707	27326	25351
sampling708	27326	25468
sampling709	27326	25447
sampling710	27326	25269
sampling711	27326	25253
sampling712	27326	25327
sampling713	27326	25365
sampling714	27326	25250
sampling715	27326	25394
sampling716	27326	25288
sampling717	27326	25484
sampling718	27326	25389
sampling719	27326	25410
sampling720	27326	25453
sampling721	27326	25289
sampling722	27326	25272
sampling723	27326	25388
sampling724	27326	25271
sampling725	27326	25428
sampling726	27326	25399
sampling727	27326	25313
sampling728	27326	25473
sampling729	27326	25316
sampling730	27326	25319
sampling731	27326	25302
sampling732	27326	25436
sampling733	27326	25258
sampling734	27326	25217
sampling735	27326	25385
sampling736	27326	25383
sampling737	27326	25365
sampling738	27326	25264
sampling739	27326	25440
sampling740	27326	25321
sampling741	27326	25344
sampling742	27326	25477
sampling743	27326	25345
sampling744	27326	25185
sampling745	27326	25491
sampling746	27326	25340
sampling747	27326	25307
sampling748	27326	25424
sampling749	27326	25359
sampling750	27326	25440
sampling751	27326	25208
sampling752	27326	25309
sampling753	27326	25354
sampling754	27326	25464
sampling755	27326	25437
sampling756	27326	25302
sampling757	27326	25323
sampling758	27326	25437
sampling759	27326	25263
sampling760	27326	25309
sampling761	27326	25417
sampling762	27326	25363
sampling763	27326	25323
sampling764	27326	25251
sampling765	27326	25300
sampling766	27326	25430
sampling767	27326	25314
sampling768	27326	25301
sampling769	27326	25398
sampling770	27326	25336
sampling771	27326	25378
sampling772	27326	25455
sampling773	27326	25352
sampling774	27326	25317
sampling775	27326	25290
sampling776	27326	25393
sampling777	27326	25328
sampling778	27326	25298
sampling779	27326	25290
sampling780	27326	25383
sampling781	27326	25399
sampling782	27326	25575
sampling783	27326	25398
sampling784	27326	25301
sampling785	27326	25417
sampling786	27326	25356
sampling787	27326	25342
sampling788	27326	25400
sampling789	27326	25327
sampling790	27326	25317
sampling791	27326	25367
sampling792	27326	25470
sampling793	27326	25397
sampling794	27326	25363
sampling795	27326	25348
sampling796	27326	25360
sampling797	27326	25365
sampling798	27326	25264
sampling799	27326	25383
sampling800	27326	25370
sampling801	27326	25330
sampling802	27326	25426
sampling803	27326	25385
sampling804	27326	25394
sampling805	27326	25358
sampling806	27326	25403
sampling807	27326	25304
sampling808	27326	25388
sampling809	27326	25273
sampling810	27326	25434
sampling811	27326	25348
sampling812	27326	25357
sampling813	27326	25341
sampling814	27326	25258
sampling815	27326	25303
sampling816	27326	25458
sampling817	27326	25349
sampling818	27326	25332
sampling819	27326	25363
sampling820	27326	25319
sampling821	27326	25323
sampling822	27326	25405
sampling823	27326	25302
sampling824	27326	25356
sampling825	27326	25322
sampling826	27326	25359
sampling827	27326	25388
sampling828	27326	25456
sampling829	27326	25366
sampling830	27326	25426
sampling831	27326	25454
sampling832	27326	25326
sampling833	27326	25462
sampling834	27326	25286
sampling835	27326	25450
sampling836	27326	25278
sampling837	27326	25272
sampling838	27326	25320
sampling839	27326	25349
sampling840	27326	25433
sampling841	27326	25385
sampling842	27326	25347
sampling843	27326	25250
sampling844	27326	25413
sampling845	27326	25350
sampling846	27326	25367
sampling847	27326	25309
sampling848	27326	25329
sampling849	27326	25321
sampling850	27326	25282
sampling851	27326	25262
sampling852	27326	25320
sampling853	27326	25303
sampling854	27326	25423
sampling855	27326	25426
sampling856	27326	25377
sampling857	27326	25388
sampling858	27326	25200
sampling859	27326	25402
sampling860	27326	25382
sampling861	27326	25455
sampling862	27326	25359
sampling863	27326	25394
sampling864	27326	25359
sampling865	27326	25253
sampling866	27326	25377
sampling867	27326	25450
sampling868	27326	25345
sampling869	27326	25295
sampling870	27326	25265
sampling871	27326	25347
sampling872	27326	25446
sampling873	27326	25428
sampling874	27326	25222
sampling875	27326	25392
sampling876	27326	25462
sampling877	27326	25283
sampling878	27326	25322
sampling879	27326	25371
sampling880	27326	25294
sampling881	27326	25442
sampling882	27326	25340
sampling883	27326	25303
sampling884	27326	25313
sampling885	27326	25325
sampling886	27326	25377
sampling887	27326	25352
sampling888	27326	25226
sampling889	27326	25190
sampling890	27326	25470
sampling891	27326	25402
sampling892	27326	25475
sampling893	27326	25358
sampling894	27326	25360
sampling895	27326	25341
sampling896	27326	25368
sampling897	27326	25378
sampling898	27326	25337
sampling899	27326	25367
sampling900	27326	25389
sampling901	27326	25247
sampling902	27326	25404
sampling903	27326	25244
sampling904	27326	25343
sampling905	27326	25388
sampling906	27326	25460
sampling907	27326	25375
sampling908	27326	25416
sampling909	27326	25554
sampling910	27326	25364
sampling911	27326	25308
sampling912	27326	25467
sampling913	27326	25439
sampling914	27326	25309
sampling915	27326	25292
sampling916	27326	25371
sampling917	27326	25318
sampling918	27326	25301
sampling919	27326	25320
sampling920	27326	25513
sampling921	27326	25316
sampling922	27326	25344
sampling923	27326	25367
sampling924	27326	25399
sampling925	27326	25243
sampling926	27326	25226
sampling927	27326	25367
sampling928	27326	25369
sampling929	27326	25381
sampling930	27326	25412
sampling931	27326	25337
sampling932	27326	25323
sampling933	27326	25291
sampling934	27326	25348
sampling935	27326	25362
sampling936	27326	25327
sampling937	27326	25477
sampling938	27326	25370
sampling939	27326	25340
sampling940	27326	25370
sampling941	27326	25213
sampling942	27326	25358
sampling943	27326	25434
sampling944	27326	25403
sampling945	27326	25347
sampling946	27326	25420
sampling947	27326	25328
sampling948	27326	25433
sampling949	27326	25322
sampling950	27326	25316
sampling951	27326	25515
sampling952	27326	25223
sampling953	27326	25271
sampling954	27326	25304
sampling955	27326	25227
sampling956	27326	25377
sampling957	27326	25371
sampling958	27326	25294
sampling959	27326	25285
sampling960	27326	25305
sampling961	27326	25418
sampling962	27326	25429
sampling963	27326	25400
sampling964	27326	25377
sampling965	27326	25498
sampling966	27326	25240
sampling967	27326	25378
sampling968	27326	25408
sampling969	27326	25403
sampling970	27326	25360
sampling971	27326	25340
sampling972	27326	25292
sampling973	27326	25427
sampling974	27326	25291
sampling975	27326	25388
sampling976	27326	25235
sampling977	27326	25305
sampling978	27326	25372
sampling979	27326	25275
sampling980	27326	25298
sampling981	27326	25338
sampling982	27326	25243
sampling983	27326	25489
sampling984	27326	25355
sampling985	27326	25337
sampling986	27326	25305
sampling987	27326	25369
sampling988	27326	25333
sampling989	27326	25323
sampling990	27326	25298
sampling991	27326	25466
sampling992	27326	25413
sampling993	27326	25313
sampling994	27326	25157
sampling995	27326	25335
sampling996	27326	25493
sampling997	27326	25272
sampling998	27326	25308
sampling999	27326	25439
sampling1000	27326	25342
